1. Cmaj7 Dm7.5- G7 Em7 Ebmaj7 Gm7.5- C7 Bb7 Ebmaj7 Dmaj Dbmaj7 Cmaj7 Bm7.5- E9- Am7 D9- G9- Cmaj7 Bb13 A7.5+ D9 G7 Bdim Am Bm7.5- E9- A7 Dm7 G9- Cmaj7 Am7 Dm7 G7 C F D7 Db7 D7 G7 C Dm7 G7 C B7 E7 Am Em7 A7 D9 Dm7 Bb Dm7 G7 Em7.5- A7 Dm7 G7 C F6 C6 Am7 Dm7 C Am7 Dm7 G7 C6 F9 Cm7 Fm7.5- Bb7 Ebmaj7 Dm7 G7 Cmaj7 C7 A13 Ab13 Gm7 Gbdim7 Cmaj7 C7 C7.5+ F C G7 C Ebdim7 Dm7 G7 Cmaj7 Gm7 C7 Fm C Am7 B7 Em7 A7 D7 D7 
24. Cmaj7 Dm7.5- G9- Cmaj Bm7.5- E9- Am E7 Am Em7 A9 Dm7 Fm7 Bb7 Eb Cm7 G7 C Em7.5- A7 Dm7 Fm6 G9- Cmaj7 D7 Gm Em7.5- A7 Dm7 G9- Em7 Dm7 D7 Fm7 Em7 A7.5+ Dm7 G7 C7 F Gbdim Em7 F C Fmaj7 Dm7 Db7 D7 Dm7 G7 G7.5+ C9 C7.5+.9 F6 G7 C Am7 Dm7 G7 Em7.5- A9- Dm7 G7 Em7.5- A7 Dm7 G7 Cmaj7 Em7 A7.5- Abmaj7 Ab Dm7 G7.5+ C A7 Dm7 G7 C Am Am7.5+ Am7 Bb13 Em7 Ebm7 Db7 Cmaj7 Fmaj7 Em7.5- A7 Dm A7 Dm C Dm7 G9- C A7 C Dm7 Dm7 
25. Cmaj7 Fmaj7 Gbdim7 G7 Em7 F6 G7 C Dm7 Fm7 Bb7 Cmaj7 Ebm7 Ab7 C Dm7 D9 Dm7 G7 Cmaj7 Fmaj7 F6 Bb9 Bb6 Bbm7 Eb7 Bbm7 F E7 Adim E7 A Bm7 E7 Em7 F6 C C6 Cmaj9 Bm7.5- E7.5+.9+ Bb7 A7 Dm G7 C Em Am6 Am7 D7 Dbmaj7 C9+ Fm7 Bb7 Em7 Ebdim7 Em7 A9- D7 G7 C F Fm6 C Dm7 G7 C6 C Am9 Dm7 G7 G7.5+.9 C A7 D7 G7 G7.5+ C Dm7 G9- C F7 E7 Am Am7.5+ Am7 Dm7 G7 Cmaj7 Gm7 Dm7 G7 G7.5+ C C7 Fmaj7 Dm7 G7 Cmaj7 C7 C7 
26. Cmaj7 G7 C Dm C Dm7 G9 G9- Dbm7.5- Gbm7 F7.5- Em7 A7 Dm G7 Cmaj7 Fm7 Bbm7 Eb7 Abmaj7 Dm7 G9- C6 Gm7 C9- Fmaj9 Bbmaj9 Gbm9 B9- Dm7 G7 C6 Dm7 G7 C A7.5+ A7 Dm7 G7 C6 D7 Gm7 C7 Dm C F9 Em7 A7 Dm G9- Cmaj7 Dbdim7 Dm7 G7 C6 Bb6.9 Am Am7.5+ Am7 Am7.9 Dm7 G7 C Am7 Am6 Bb7 Em7 A7 D7 Eb7 E7 Am Bm7.5- E7 A7 Dm7 A7 Dm7 G9 Abdim7 Am7 Dm9 G7 Cm7 Am7.5- D7 Gmaj7 Cmaj7 Gm7 Am7 Fmaj7 Bm7.5- E9- Am7 D7 Db7 Cm9 F9- Bbm7 Eb7 Eb7 
27. Cmaj7 Dm7 G7 E7.5+ Amaj7 Am7 Dm7 G7 G7.5+.9 C Dbdim7 Dm7 G7 C A7 Dm7 G9- Cmaj7 Am7 Dm7 G7 Gaug C Dm7 G7 E7 Am Am7 D9 G7.5+ Ab9 G9 C Am Dm7 G7 Dm7 G7 Em7.5- A9- Dm7 G7.5+ C D9 Fm C Em7.5- A7 Dm7 G7 Cmaj7 Dbdim7 Dm7 G7 Am Dm7 Db7 Cm7 Fm7 G7 C G7 C G7 Cmaj7 Fmaj7 Gbdim7 Cmaj7 Bm7 E7 Am Am7.5+ Am7 D7 Gbm B7 Em6 Am Em7 A9- Dm7 G7 Dm7 A7.5+ D9 Gmaj9 E9 Bb9 C E9 Bb9 C G7 C6 Am7 Gm7 Cdim C Dm7 C C 
28. Cmaj7 Em7.5- A9- Dm7 G9 Dm7 G7 Gm7 C7 Gbm7 B7 D7 G7 C Am9 Dm7 G7 E7.5+ Am Bm7.5- E9+ Am7 Dm7 G7 Cmaj7 C6 Am7 Abm7 Dbm7 Gb7 G7 Fdim7 Fmaj7 Am7 Dm7 G9 Em7 A7 Dm7 G7 C Dm7 G7 C7 C7.5+ D7 G7 C6 E7 E9- Bm7.9- E7 Am7 Dm7 G7 Em7 A7 D7 Dm7 G7 Dm9 G7 Dm7 Em7 Am7 Ab13 G13 Dm7 G7 C C9+ Fm7 Em7 Ebdim7 Dm Bb7 A7 Dm7 Cmaj7 Am7 Dm7 Bm7.5- E7 Am7 Dm7 G7 C6 Bb6 B6 C6.9 Am7 Dm7 G7 C Dm7 C Dm7 G7 Dm Ebdim7 Ebdim7 
29. Cmaj7 Gbm7 B7 Em B9- Em7 Am7 D7 G7 Gbm7.5- B7 Abm7 Gdim7 G7 Dm7.5- G7 C Dm7 G9- C D7 Db7 D7 Fdim7 Em7 Ebdim Dm7 G7 Dm9 G7 C Am7 D7 Gm7 C7 F C9 Fmaj7 D9 Fm C Gm7 C9 Fmaj7 Fm7 Cm7 Am7.5- Am E9+ Am Dm Am F7 Bbmaj7 Bm7.5- E9+ Am Ab Fm7 G7 G7.5+.9 C E7 Am7 Gbm7.5- B9- Em C Ebdim7 Cmaj7 Dm7 G7 G9- C6 Am7 Dm7 G7 Dm7.5- G7 C E7 A7 D7 D9- G7 Bm7.5- E7 Am7 D7 Dm7 G7.5+ Am7.5- Dm7 G7 C6 Am7 D7 G Gmaj7 Cmaj7 Cmaj7 
30. Cmaj7 E9+ Am7 Gm7 C7 Fmaj7 Bm7.5- E7.5- E7 Am Am6 F9 Cm7 F7 C Gbm11 B7 Em7 A7.5+ Dm7 G9- C E7 Am7 Fmaj7 Gbdim7 G7 C Ebdim7 C Ebdim7 C Am7 Dm7 G7 C Ebdim7 Dm6 Am E9+ Am11 Gbm7.5- B9- Em A7 Dm7 C Dm7 Db7 D7 Dm7 G7 C6 Gm7 C7 D7 G7 C Ebdim7 Em7 A7 Dm7 G7.5+ Cm7 Fm7 Bb7 Am7 Gm7 C9- Fmaj7 Bb7 Ebmaj7 Am7.5- D7 A7 Dm7 G9 C Dm7 G9 C F9 B9- Emaj7 Fdim7 Em7 Fm7 Em7 Am Dm7 G7 G7.5+.9 C Ab7 C6 F9 E7.5+ Am7.5+ Am7 Bm7.5- Bm7.5- 
31. Cmaj7 F7 E7 Eb7 Ab6 Fm7 Bb7 Cmaj7 Dm7 G7 Cmaj7 F7 G7.5+ Cmaj7 Fmaj7 D7 G7 C G Abdim Am Dm Am E7 A7.5+ Dm Bb Dm6 Em7 Eb7 Dm7 G7 C F A7 Dm7 G7 C6.9 Am7 D7 G Abdim Am Gbm7.5- B9- E9- Am7 Dm7 G7 C Dm7 Db9+ C6 C Em7 Am F7 Em7 Ebdim C7 Fmaj7 F6 Gbdim7 C Dm7 Fm7 Bb7 Cmaj7 Am7 Gbm7.5- Fm7 Em7 Am Am7.5+ Am7 D9 Dm7 G7 Cm7 F7 C7 F Fm G7 C Em7.5- A9- Dm7 G7 G7.5+ Cmaj7 F7 Am6 Bb7 Gm Gb7 Fdim7 Gbm11 F9.11+ Emaj7 Emaj7 
32. Cmaj7 E9+ Am11 Gbm7.5- B9- Em B9- Em Gm D7 Dm7 Em7 Am Dm7 G7 Cmaj7 Bb13 Am Bm7.5- E7.5+ A7 D9 Dm7 G7 Cmaj9 Am7 Fmaj7 Gbdim7 Fm7 Bb7 Eb6 Abmaj7 Dbmaj7 Dm7.5- G7 G7.5+ Cmaj7 F7 G7.5+ Cmaj7 Am7 Dm7 G7 C G C Em7 Dm7 G7 C7 Fm7 C Em7 Am Am5+ Am6 Em7.5- A9- Dmaj7 G9 C Am7 Gbm7.5- B7.5+.9+ Em7 Am7 Eb7 Dm7 G7 Cmaj7 Dm7 G7 C F7 C7 Fmaj7 Gbm7.5- B9- Em C Dm7 G9 Em7 Am Bm7 E7 A7 Dm7 G7 Cmaj7 Am7 Dm7 G7 C Dm7 Ebdim7 Dm G7 Dm7 G7 G7 
33. Cmaj7 Fmaj7 Fm C F7 D7 Am7 D9 G7 C F Fm6 C Dbdim7 Dm7 G7 C G7 C A7 Dm7 G7 C Dbdim7 Dm7 G7 Dm7 E9- Am Eaug C Am7 Dm7 G9- Cmaj7 Dm7 G7 C6 Bm11 E9 Bb9 A7.5+.9 Ab9 C Em Dbm7.5- Gbm7 B7 E7 F7 Am6 Am Em7 A7 Am9 Abdim7 Gm7 C7 Gm7 C7 F C6 Dm7 G7 C D7 G11 C Dm7 C6 Am7 D7 Dm7 G7 Am Bm7.5- E9- A7.5+ A7 Ab7 G7 Em7 A7 Dm C A7 D7 Fm7 Bb7 Ebmaj7 Ebm7 Dm7 D7 Dm7 G7 C Em Gm Dm Fm Fm 
